,user_id,job_title,skill_name,rating
1909,5130,Band A - Finance & HR Process & Data Convergence Manager,delivery,1
1910,15579,Band A - Grade 6/7 Gulf-Iran Senior National Security Policy Advisor,prioritising,1
1911,11309,Band A - HR Business Partner,leadership,1
1912,8924,Band A - Head of Casework Civil Service & Royal Mail Pension Team,cost estimating,1
1913,3104,Band A - Head of Debt and Fraud Data Sharing,governance,1
1914,16898,Band A - Head of Diversity and Inclusion(Refr: 4047),change management,1
1915,530,Band A - Head of EU Exit,communicating risk,1
1916,7349,Band A - Head of Strategy & Performance Team,project management,1
1917,2429,Band A - Learning and Development Cohort Manager (18 months Fixed Term),sensitive material,1
1918,15373,Band A - MEP Manager,project management,1
1919,6816,"Band A - Policy Lead, Public Procurement Rules Reform",procurement,1
1920,2301,"Band A - Principal Private Secretary - Human Resources Director / Director of Finance, Estates, Commercial and Security -",calendar management,1
1921,11143,Band A - Programme Manager,problem solving,1
1922,1624,"Band A - Recruitment Partner, DG Workforce Team (nine-month maternity cover with possibility of extension)",recruitment,1
1923,9598,"Band A - Regional Programme Manager, Office of Government Property",relationship building,1
1924,7596,"Band A - Senior Economist, Analysis & Insight Team, Civil Service Group",cost estimating,1
1925,5686,Band A - Senior Engagement Manager,planning ,1
1926,8862,Band A - Senior Policy Advisers x 4 - Public Bodies and Public Appointments Policy,change control management,1
1927,4779,Band A - Senior Policy Advisor,procurement,1
1928,12535,Band A - Senior Policy Advisor - Government Cyber Defence,leadership,1
1929,6638,Band A - Service Improvement Manager -,business intelligence ,1
1930,7338,Band A - Solutions Architect,governance,1
1931,10227,Band A - Stakeholder Engagement Lead,local policy,1
1932,6407,Band A - Training Standards Lead,local policy,1
1933,6407,Band A - Training Standards Lead,programme design,1
1934,6951,Band A - Workplace Design Manager,governance,1
1935,6951,Band A - Workplace Design Manager,risk monitoring,1
1936,4053,Band A Full Stack Developer in the Race Disparity Unit,web accessibility,1
1937,1568,"Band A Plus - Deputy Head of Terrorism, Crime and Hostile State Activity Team",customer support,1
1938,3178,Band A Plus - Head of Physical Security,project management,1
1939,2427,Band A Plus - Head of Project Delivery Learning and Development,change management,1
1940,520,"Band A Plus - Head of Transformation & Rapid Response Unit, Prime Minister's Office & Cabinet Office Communications",communicating risk,1
1941,5133,Band A Plus - Head of Workplace Design,stakeholder management,1
1942,15979,Band A Product Manager – International elearning products,communication,1
1943,3210,"Band A Senior Policy Adviser, European Security and Defence",prioritising,1
1944,6550,Band B - DST Deputy Head S&T Commissioning,security,1
1945,692,Band B - People Portfolio Manager,delivery,1
1946,17540,Band B Fiscal Officer Aberdeen,case management system,1
1947,5261,Band B Fiscal Officer Oban,case management system,1
1948,2068,Band B HR Administrator,printing,1
1949,17367,Band B Plus - On-boarding Finance Manager,auditting,1
1950,638,"Band B1 (EO), Business Support Officer",delivery,1
1951,3097,Band B1 - Business Manager,recruitment,1
1952,13441,Band B1 - CSHR Finance (B1) (x2),maintain communication,1
1953,4320,Band B1 - Casework Officer - Apprentice,decision making,1
1954,13175,Band B1 - Civil Service Commission Secretariat: Policy/Strategy/Casework Officers and Executive Assistant,horizon scanning,1
1955,1600,"Band B1 - Executive Assistant to Deputy Director, GEO Legal",customer support,1
1956,4504,Band B1 - Media and Communications Support,report writing,1
1957,4702,Band B1 - Office Manager and Executive Assistant to the Senior Security Advisor,procurement,1
1958,11186,Band B1 - Research and Policy Support Officer,fraud policy,1
1959,8494,Band B2  - Finance Manager - Civil Service & Royal Mail Pension Team,project management,1
1960,9682,"Band B2 - Analyst / Data Scientist - Civil Service People Survey, Analysis and Insight",statistical data,1
1961,633,Band B2 - Assistant Business Manager: Government Security Group,time management,1
1962,633,Band B2 - Assistant Business Manager: Government Security Group,project management,1
1963,17249,Band B2 - Assistant Private Secretary to the Government Chief People Officer,delivery,1
1964,6612,Band B2 - Assistant Programme Manager - Finance,communicating risk,1
1965,11330,Band B2 - Business Intelligence Analyst,facility management,1
1966,2055,Band B2 - Business Manager for the Private Office of the Chancellor of the Duchy of Lancaster and Minister for Cabinet Office,record management,1
1967,7268,Band B2 - Business Operations Lead,data visualisation,1
1968,13419,Band B2 - Business Support Manager,governance progammes,1
1969,10596,Band B2 - Cabinet Office : Project Manager - Geospatial Commission,providing constructive challenge,1
1970,775,Band B2 - Cabinet Office Controls Policy Lead,local policy,1
1971,7204,Band B2 - Campaigns Manager,communication,1
1972,15235,Band B2 - Commercial Business Analyst,financial information,1
1973,14674,Band B2 - Commercial Business Analyst,financial information,1
1974,13773,Band B2 - Commercial Business Analyst,project management,1
1975,1793,Band B2 - Communications Advisor,communication,1
1976,13169,"Band B2 - Cyber Security Policy Adviser, Government Cyber Defence",stakeholder management,1
1977,13806,Band B2 - Engagement Manager (Civil Service and Royal Mail Pensions),delivery,1
1978,16389,Band B2 - Events Manager,event planning,1
1979,7856,Band B2 - Finance Manager,financial reporting,1
1980,3133,Band B2 - Financial Data Modeller,data visualisation,1
1981,1871,Band B2 - Government Property Agency Secretariat Lead,logistics,1
1982,8013,Band B2 - HEO Assistant Private Secretary,developing key performance indicator,1
1983,507,Band B2 - HEO Business Operations Manager,management,1
1984,17532,"Band B2 - HEO/SEO - Policy Advisor, Cabinet Office Defence and Spending Review Team",security,1
1985,1211,Band B2 - Ledger Manager,auditting,1
1986,1211,Band B2 - Ledger Manager,spreadsheets,1
1987,1211,Band B2 - Ledger Manager,data,1
1988,6390,"Band B2 - Policy Adviser, Secondary Legislation Team",local policy,1
1989,14278,Band B2 - Programme Support Lead,governance progammes,1
1990,7394,"Band B2 - Project, Training and Casework Manager, Civil Service and Royal Mail Pensions",risk identification,1
1991,14799,Band B2 - Recruitment Operations Manager - Fast Stream,line management,1
1992,12206,Band B2 - Reporting and Insight Lead,technical communication,1
1993,16580,Band B2 - Secretariat Lead,sort and distribute mail,1
1994,14958,Band B2 - Secretariat Manager,prioritisation,1
1995,6293,Band B2 - Senior Communications Manager - GCS Flex,social media,1
1996,13252,Band B2 - Senior Intelligence Analyst - Africa,providing constructive challenge,1
1997,3282,Band B2 - Smarter Working Business Partner,reporting risk,1
1998,16380,Band B2 - Videographer - Government Communication Service - Digital Team,social media analytics,1
1999,10170,Band B2 Plus -  Activity Manager - Design & Engineering function,generating documentation,1
2000,17084,Band B2 Plus - Appointments Manager,cross-team working,1
2001,14065,Band B2 Plus - Returner Business Engagement Manager,project management,1
2002,14821,Band B2 Plus - SEO Stakeholder Engagement Manager,project management,1
2003,9480,Band B2 Plus - Senior Data Analyst and Stakeholder Lead,digital development,1
2004,15673,Band B2 Plus - Senior Project Manager - Client Solutions/On boarding Programme,project management,1
2005,14961,Band B2 Plus - Senior Project Manager - Client Solutions/On boarding Programme,communicating risk,1
2006,4912,Band B2 Plus - Talent Development Manager,providing constructive challenge,1
2007,4912,Band B2 Plus - Talent Development Manager,portfolio and progamme management,1
2008,15691,Band B2 Resourcing and Recruitment Operations Adviser,team workload management,1
2009,2070,Band C -  Finance Support Officer (Ref; 4185),auditting,1
2010,11455,Band C - 4362 - Operations Support Officer (Fast Stream - Manchester),delivery,1
2011,9964,Band C - Business Support Officer,relationship building,1
2012,4151,Band C - Operations Team Leader,customer support,1
2013,4151,Band C - Operations Team Leader,communication,1
2014,14492,Band C High  Court Noter,customer support,1
2015,453,Band C Section Manager North Strathclyde,attendance management,1
2016,5924,Band C1 Project Manager - ID 3,security,1
2017,3515,Band C2 Project Manager - ID 3,business cases,1
2018,14244,Band D (Executive Officer) Finance Officer (up to 3 Posts) with the opportunity for a Finance Apprenticeship,auditting,1
2019,15297,Band D - Operational Team Leader,budget forecasting,1
2020,16187,Band D Business Manager,invoicing,1
2021,2285,Band D Civilian Dental Practice Manager,record management,1
2022,14256,Band D Corporate Health and Safety Manager,public speaking and presentations,1
2023,890,Band D Digital Content Manager,digital literacy,1
2024,1471,Band D Employee Relations Manager,project management,1
2025,1471,Band D Employee Relations Manager,management,1
2026,6416,Band D Fiscal Officer Oban,case management system,1
2027,6601,Band D Information Systems Support Officer (ISSO),problem management,1
2028,3315,Band D Medical Information Services System Administrator,user research,1
2029,13430,Band D Medical Information Services System Administrator,invoicing,1
2030,3315,Band D Medical Information Services System Administrator,software design,1
2031,6237,Band D Training Manager,record management,1
2032,13181,Band E Fixed Term Technical Architect,software design,1
2033,16861,Band HEO - Digital Communications Officer,social media,1
2034,16446,Band HEO - Filler Marketing and Partnership Manager,contract management,1
2035,7465,Band HO CT Front Line Manager,coaching,1
2036,7465,Band HO CT Front Line Manager,working with senior managers,1
2037,7169,Band O - PMO Support,delivery,1
2038,7694,Band O Caseworker,tax technical learning,1
2039,329,Band O Front Line Manager,coaching,1
2040,6065,Band O HR Operations Team Leader,"prioritise effectively, positions-constructively",1
2041,4700,Band O Learning Portfolio Officer,invoicing,1
2042,8227,Band O Support,future demand management,1
2043,17113,Band SEO - B2+ - Benefits Manager (Geospatial Commission),portfolio and progamme management,1
2044,12213,Band SEO - Grants Pipeline & Reporting Lead,data,1
2045,2705,Band TIS 3 - Senior Communications Manager - GCS Flex,social media,1
2046,16654,Basic Skills Development Manager,teaching,1
2047,10100,Basic Skills Development Manager,teaching,1
2048,724,Basic Training Transformation Programme - Deputy Project Manager,risk monitoring,1
2049,17626,Basic Training Transformation Programme - Deputy Project Manager(Copy),risk monitoring,1
2050,4645,Basic Training Transformation Programme - Project Manager,water management,1
2051,3290,Basing & Infrastructure Project Support Office (Band C2) I.D-6(Copy),generating documentation,1
2052,7004,Basing & Infrastructure Project Support Office (Band C2) abw,project management,1
2053,2480,Basra Coy IHub Admin,handling data requests,1
2054,8664,Beat Forester - Bristol & Savernake(Copy),oral and written communication,1
2055,8174,Beat Forester - Bristol & Savernake(Copy),provide workflow management,1
2056,9919,Beat Forester - Cornwall,provide workflow management,1
2057,11178,Beat Forester - Mid Devon,habitat management,1
2058,2653,Beat Forester - Sherwood West,decision making,1
2059,15339,Beat Forester East Devon,oral and written communication,1
2060,155,Beat Manager - Wareham,contract management,1
2061,14083,Beat Manager Central England x 4,governance progammes,1
2062,11967,Beat Manager/Forester New Forest (South),decision making,1
2063,11967,Beat Manager/Forester New Forest (South),developing reporting,1
2064,13827,"Beat Managers, South Forest District.",contract management,1
2065,12897,Behavioural Insight Lead,criminal justice,1
2066,3666,Behavioural Insights Senior Research Officer,staff communication,1
2067,4627,Behavioural Insights and Trials Advisor,evidence based policy,1
2068,16398,Behavioural Scientist X 2 (2 x 2 Year Fixed Term Appointments),communication,1
2069,11393,Behavioural Scientist – Humans in Cyber Systems Team,customer support,1
2070,5724,Behavioural Scientists x 2,communication,1
2071,8224,"Belonging and Inclusion Consultants, (Social Value Lead and Head of Race and LGBT+), Diversity, Inclusion and Wellbeing Team",communications and engagement,1
2072,15519,Benefit Manger,project management,1
2073,18,Benefit Payment Systems Group (BPSG) Payment Services Team Leader,customer support,1
2074,13066,Benefits & Efficiencies Lead for WMBC,fiscal events,1
2075,12113,Benefits Analyst,auditting,1
2076,431,Benefits Analyst,qualitative and quantitative analysis,1
2077,6636,Benefits Analyst,business cases,1
2078,14901,Benefits Lead,project management,1
2079,2075,Benefits Management Lead,test development,1
2080,4236,Benefits Management and Reporting Officer,management,1
2081,9161,Benefits Management/Portfolio Analyst,financial information,1
2082,5436,Benefits Manager,risk assessment documentation,1
2083,7174,Benefits Manager,management,1
2084,11570,Benefits Manager (IRC86971E NFO),data,1
2085,8711,Benefits Realisation Lead,training workshops,1
2086,8711,Benefits Realisation Lead,developing key performance indicator,1
2087,17375,Benefits Realisation Manager,conflict resolution,1
2088,16139,Benefits and Business Case Lead,leadership,1
2089,9621,Benefits and Credits Operations: Performance Improvement Lead,tax technical learning,1
2090,13343,Beyond Whitehall - Programme Lead,leadership/ lm,1
2091,3936,Bid Team Manager,cost estimating,1
2092,1637,Bill Manager and Legislative Strategy - Data Policy,data analysis,1
2093,6668,Bill Manager and Legislative Strategy - Data Policy,data analysis,1
2094,9927,Bill Manager: Public Sector Pensions,project management,1
2095,2385,Bill Support Officer,project management,1
2096,14122,Biocides Operational Policy (CRD Band 4/HSO),coaching,1
2097,4563,Biocides Operational Policy - (CRD Band 3/SEO),developing key performance indicator,1
2098,596,Biodiversity Net Gain Principal Solicitor,business data,1
2099,14018,Biodiversity Net Gain Senior Solicitor,legal advice,1
2100,16690,Bioinformatics Scientific Programmer (SD557),communication,1
2101,3476,Biological Assessor in the Biologicals Section,commercial advice,1
2102,11668,Biologist – Antibody Discovery,test development,1
2103,11668,Biologist – Antibody Discovery,problem solving,1
2104,15149,Biomedical Scientist - Specialist Practitioner,auditting,1
2105,8148,Biometrics Senior Manager***Closing Date Extended***,management,1
2106,6965,"Birmingham, Coventry, Black Country (p)",written communication,1
2107,7468,Blue Book Coordinator - Project Support Officer,calendar management,1
2108,10468,Board Secretariat - Defence Nuclear Organisation,sensitive material,1
2109,2356,"Board Secretariat – Governance & Secretariat Officer within Ministers, Parliament, Strategy & Implementation Directorate",delivery,1
2110,6224,Board Secretary and Corporate Governance Lead,mentoring,1
2111,3265,Border Delivery Group - Borders Strategy Lead,policy compliance framework,1
2112,13563,Border Delivery Group Assistant Private Secretary to the Director General,team workload management,1
2113,2432,Border Delivery Group Head of Long Term Borders Strategy,local policy,1
2114,4750,Border Force  - Intelligence Directorate - Intelligence Manager,performance monitoring and alerting,1
2115,9413,Border Force  Targeting Officer - Intelligence Directorate - Accompanied RoRo Modal Hub,provide workflow management,1
2116,16459,Border Force -  Change - CDS Senior Project Manager,leadership,1
2117,10289,Border Force -  South East - Clandestine Entrants Civil Penalties Team,management,1
2118,5528,Border Force -  Strategic Capabilities & Planning - Senior Executive Officer,delivery,1
2119,9595,Border Force -  Strategic Capabilities & Planning Assistant Director in Maritime Capabilities Planning,planning ,1
2120,10107,Border Force - Border Force Apprentice - South Region,training workshops,1
2121,9162,Border Force - Border Force Officer,evidence based decisions,1
2122,9261,Border Force - Border Force Officer - Central,managing challening situations,1
2123,8945,Border Force - Border Force Officer - Heathrow,managing challening situations,1
2124,10161,Border Force - Border Force Officer - Heathrow (LP),managing challening situations,1
2125,13047,Border Force - Border Force Officer - South Region (LP),evidence based decisions,1
2126,6968,Border Force - Border Readiness Directorate - Senior Project Managers,project risk management,1
2127,8829,Border Force - Border Sys Imp Prog - Workflow Software Engineer,access control,1
2128,13452,"Border Force - Border System Improvement Programme - Business Change Manager, DSAB",relationship building,1
2129,5683,Border Force - Border System Improvement Programme - PMO Support Manager,provide assurance,1
2130,12690,Border Force - Central Region - Apprenticeship & Higher Officer(HO)/Senior Officer(SO) Pathway Coordinator,creative problem solving,1
2131,6615,Border Force - Central Region - Business Support Officer,staff communication,1
2132,1773,Border Force - Central Region - Business Support Officer,prioritisation,1
2133,8093,Border Force - Central Region - Business Support Unit Apprenticeship,prioritisation,1
2134,11591,Border Force - Central Region - East Anglia Command Assistant Officer (includes Level 3 Apprenticeship),maintaining office machinery,1
2135,5733,Border Force - Central Region - East Anglia Command Officer (Includes Leadership & Management Apprenticeship),project management,1
2136,6814,Border Force - Central Region - Frontline Border Force Apprentice (LP),training workshops,1
2137,12170,Border Force - Central Region - International Trade East Anglia Command - Apprenticeship,manage business relationships,1
2138,5763,Border Force - Central Region - Operational Higher Officer,communication,1
2139,17576,Border Force - Central Region - Strategy Command Officer,problem solving,1
2140,14866,Border Force - Central Region - Strategy Command Officer,interpreting data,1
2141,17227,Border Force - Central Region - Tactical Operations Command (CRTO) – Dog Unit Team Leader,change control management,1
2142,12637,Border Force - Central Region – Inland Border Command Operational Support Officer,oral communication,1
2143,17233,Border Force - Central Region – Operational Higher Officer (includes Leadership & Management Apprenticeship),auditting,1
2144,16913,Border Force - Central Region- CRTO Business Support Senior Officer,process mapping,1
2145,120,Border Force - Change -  Senior Project Managers,leadership,1
2146,120,Border Force - Change -  Senior Project Managers,performance reporting,1
2147,120,Border Force - Change -  Senior Project Managers,governance progammes,1
2148,648,Border Force - Change - Carrier Account Manager (FEDAT),intelligence flow,1
2149,10030,Border Force - Change - Change Manager,programme management,1
2150,11253,Border Force - Change - Maritime Carrier Account Manager,intelligence flow,1
2151,17144,Border Force - Change - Project Support Officer,project control and reporting,1
2152,4889,Border Force - Change - Senior Project Managers,project management,1
2153,4889,Border Force - Change - Senior Project Managers,leadership,1
2154,5017,Border Force - Data Acquisition & Detection  Capability - Assistant Carrier Account Manager & Data Analyst,identifying risk,1
2155,5411,Border Force - Data Acquisition and Detection Capability - Project Support Officer,communicate threat assessment,1
2156,5411,Border Force - Data Acquisition and Detection Capability - Project Support Officer,manage project risk,1
2157,807,Border Force - Deputy Chief Operating Office- Private Secretary to the Deputy Chief Operating Officer,communication,1
2158,8238,Border Force - Digital Passenger Service - Deputy Director Project Manager,delivery,1
2159,8238,Border Force - Digital Passenger Service - Deputy Director Project Manager,leadership,1
2160,8238,Border Force - Digital Passenger Service - Deputy Director Project Manager,assurance processes,1
2161,12819,Border Force - Digital Passenger Services – Deputy Project Delivery Manager(s),reporting risk,1
2162,2404,Border Force - Europe & International - Business Change & Infrastructure Delivery (includes Leadership & Management Apprenticeship),communicate threat assessment,1
2163,5248,Border Force - Europe Region - Business Support Unit,risk monitoring,1
2164,13027,Border Force - Heathrow  - Operational Support Unit,oral communication,1
2165,6072,Border Force - Heathrow - Assistant Director,communication,1
2166,9391,Border Force - Heathrow - Casework Hub & Airline Liaison Unit,file management,1
2167,3970,Border Force - Heathrow - Casework Hub & Airline Liaison Unit (includes Leadership & Management Apprenticeship),reviewing customer feedback,1
2168,3689,Border Force - Heathrow - Casework Hub & Airline Liaison Unit Apprenticeship,file management,1
2169,7240,Border Force - Heathrow - Higher Officer (includes Leadership & Management Apprenticeship),team management,1
2170,5967,Border Force - Heathrow - Operational Support Unit (includes Level 3 Operational Delivery Apprenticeship),prioritisation,1
2171,1284,Border Force - Intelligence Directorate - Assistant Officer (Accompanied RoRo Modal Hub),ministerial briefing,1
2172,1284,Border Force - Intelligence Directorate - Assistant Officer (Accompanied RoRo Modal Hub),sort and distribute mail,1
2173,6956,Border Force - Intelligence Directorate - Data Protection and Assurance officer,interpreting data,1
2174,15415,Border Force - Intelligence Directorate - Higher Intelligence Analyst,auditting,1
2175,11083,Border Force - Intelligence Directorate - Higher Intelligence Analyst,auditting,1
2176,6804,Border Force - Intelligence Directorate - Higher Officer (Capability Team),defining professional standards,1
2177,9176,Border Force - Intelligence Directorate - Intelligence Development Officer (Air Cargo),user research,1
2178,14014,Border Force - Intelligence Directorate - Operational Security Advisor,risk management,1
2179,17472,Border Force - Intelligence Directorate - Project Support Officer,risk monitoring,1
2180,7907,Border Force - Intelligence Directorate - Project team manager,working with external partners,1
2181,6736,Border Force - Intelligence Directorate - Stakeholder Engagement & Communications Officer,project management,1
2182,10628,Border Force - Intelligence Directorate - Targeting Officer,test development,1
2183,12612,Border Force - Intelligence Directorate - Targeting Officer (National Fast Parcels),security,1
2184,8730,"Border Force - Joint Maritime Security Centre (JMSC)- Assistant Director, Operations",contract management,1
2185,170,Border Force - Mobile Technology Capability - Project Manager & Training and Engagement Lead,resilience,1
2186,170,Border Force - Mobile Technology Capability - Project Manager & Training and Engagement Lead,project management,1
2187,5387,Border Force - NOps & Command Centre - Maritime Technical & Logistics Unit Project Engineer,maintaining office machinery,1
2188,5387,Border Force - NOps & Command Centre - Maritime Technical & Logistics Unit Project Engineer,project control and reporting,1
2189,10986,Border Force - National Operational HQ - General and Commercial Maritime Senior Officer,problem solving,1
2190,8773,Border Force - National Operational Headquarters - Dog Unit Team Leader,troubleshooting,1
2191,17323,Border Force - National Operations & Command Centre - Duty Higher Officer Maritime Command Centre (MCC),risk management,1
2192,6697,Border Force - National Operations Headquarter  - Commercial Vessel Rummage Training Team,maritime matters,1
2193,15995,Border Force - National Operations Headquarters - Financial Data Analyst,governance progammes,1
2194,6080,"Border Force - National Operations Headquarters - First Officer, Maritime",managing challening situations,1
2195,536,Border Force - National Operations Headquarters - Future Planning Team,geographically dispersed team,1
2196,1292,Border Force - National Operations Headquarters - Higher Officer (Commercial Vessel Rummage Training Team)(Copy),maritime matters,1
2197,526,Border Force - National Operations Headquarters - Maritime Command Procurement & Strategy Support - (Includes Leadership & Management Apprenticeship),delivery,1
2198,526,Border Force - National Operations Headquarters - Maritime Command Procurement & Strategy Support - (Includes Leadership & Management Apprenticeship),conflict resolution,1
2199,526,Border Force - National Operations Headquarters - Maritime Command Procurement & Strategy Support - (Includes Leadership & Management Apprenticeship),procurement,1
2200,16362,Border Force - National Operations Headquarters - Maritime Technical & Logistics Unit Support Officer,invoicing,1
2201,3692,Border Force - National Operations Headquarters - Maritime Technical & Logistics Unit Support Officer,invoicing,1
2202,5124,Border Force - National Operations Headquarters - National Command Centre Support Duty Officer,maintaining office machinery,1
2203,5405,Border Force - National Operations Headquarters - National Dog Team Kennel Assistant,record management,1
2204,9814,Border Force - National Operations Headquarters - Private Secretary to Deputy Director - Operational Resilience & Capability,planning multiple workstreams,1
2205,3691,Border Force - National Operations Headquarters - Readiness Task Force,financial management,1
2206,15253,Border Force - National Operations Headquarters - Senior Officer Cutter Commander,conflict resolution,1
2207,2937,Border Force - National Operations Headquarters - Support Duty Officer,maintaining office machinery,1
2208,322,Border Force - National Operations Headquarters - Support Officer,immigration policy,1
2209,322,Border Force - National Operations Headquarters - Support Officer,maintaining office machinery,1
2210,389,Border Force - National Operations Headquarters - Vessel Management Team Senior Officer,managing challening situations,1
2211,389,Border Force - National Operations Headquarters - Vessel Management Team Senior Officer,continuous improvement,1
2212,2145,Border Force - North Region -  Resource and Finance Senior Officer,handling data requests,1
2213,1584,Border Force - North Region - Assistant Analyst,report writing,1
2214,16557,Border Force - North Region - Cairnryan,managing challening situations,1
2215,10841,Border Force - North Region - Case Progression Hub Caseworker,problem solving,1
2216,3793,Border Force - North Region - Command and Control Unit,managing challening situations,1
2217,1186,Border Force - North Region - Leadership of Work Force Planning,team communication,1
2218,5752,Border Force - North Region - Senior Officer,data acquisition,1
2219,10598,Border Force - North Region - Specialist Freight Group Higher Officer (includes Leadership & Management Apprenticeship),record management,1
2220,9138,Border Force - North Region - Transit Higher Officer,staff communication,1
2221,2274,Border Force - North Region - Work Force Planning Lead,creative problem solving,1
2222,2274,Border Force - North Region - Work Force Planning Lead,team communication,1
2223,11977,Border Force - Operational Assurance - Correspondence Officer,problem solving,1
2224,512,Border Force - Operational Assurance - Risk and Assurance Officer,record management,1
2225,512,Border Force - Operational Assurance - Risk and Assurance Officer,provide assurance,1
2226,512,Border Force - Operational Assurance - Risk and Assurance Officer,maintaining office machinery,1
2227,3695,Border Force - Operational Assurance Directorate (OAD) - Data Protection and Risk Manager,continuous improvement,1
2228,1621,Border Force - Operational Assurance Directorate (OAD) - People Protection and Risk,security,1
2229,1621,Border Force - Operational Assurance Directorate (OAD) - People Protection and Risk,time management,1
2230,8311,Border Force - Operational Assurance Directorate - Correspondence Team Managers,manage business relationships,1
2231,7659,Border Force - Operational Assurance Directorate - Director Support,provide assurance,1
2232,9696,"Border Force - Operational Assurance Directorate – Assistant Officer, Risk Identification Team - Includes Leadership and Management Apprenticeship",file management,1
2233,1668,Border Force - Operational Logistics -  Queen's Warehouse - High Risk High Value (HRHV) - Project Manager,line management,1
2234,15202,"Border Force - Operational Logistics - Caseworker, National Frontier Approvals Unit",investments,1
2235,9534,Border Force - Operational Logistics - Haulage Storage and Disposals,communication,1
2236,9534,Border Force - Operational Logistics - Haulage Storage and Disposals,delivery,1
2237,4678,Border Force - Operational Logistics - Haulage Storage and Disposals,communication,1
2238,16694,Border Force - Operational Logistics - National Estates Team - Service Desk Manager (includes Leadership & Management Apprenticeship),governance progammes,1
2239,4633,Border Force - Operational Logistics - National Estates Team - Service Desk Manager (includes Leadership & Management Apprenticeship),spreadsheets,1
2240,4633,Border Force - Operational Logistics - National Estates Team - Service Desk Manager (includes Leadership & Management Apprenticeship),governance progammes,1
2241,9014,Border Force - Operational Logistics - National Frontier Approvals Unit - Support Staff,time management,1
2242,8651,Border Force - Operational Logistics - Queen's Warehouse Officer,team management,1
2243,16173,Border Force - Operational Logistics - Queen's Warehouse Officer,preparing tribunal hearings,1
2244,8651,Border Force - Operational Logistics - Queen's Warehouse Officer,delivery,1
2245,3038,Border Force - Operational Logistics - Queens Warehouse,delivery,1
2246,3038,Border Force - Operational Logistics - Queens Warehouse,running workshops,1
2247,3038,Border Force - Operational Logistics - Queens Warehouse,preparing tribunal hearings,1
2248,15812,Border Force - Operational Logistics - Queens Warehouse Support Staff (Level 3 Apprenticeship in Operational Delivery),preparing tribunal hearings,1
2249,12577,Border Force - Operational Logistics - Queen’s Warehouse - eProperty Management System and Continuous Improvement Lead,business intelligence ,1
2250,16212,Border Force - Operational Logistics - Spoke Support (includes Leadership & Management Apprenticeship),management,1
2251,7767,Border Force - Operational Logistics - Training Team,employee engagement,1
2252,7767,Border Force - Operational Logistics - Training Team,communication,1
2253,3171,Border Force - Operational Logistics Spokes - Operational Support,management,1
2254,5439,Border Force - Operational Logistics Spokes - Operational Support,management,1
2255,15677,Border Force - Operational Support - Account Receivable Transaction Processor,customer support,1
2256,17577,Border Force - Operational Support - Assistant Director Criminal Justice Unit,customer support,1
2257,3295,Border Force - Operational Support - Criminal Justice Unit,strategic leadership,1
2258,2590,"Border Force - Operational Support - Health & Safety, Strategy and Projects",record management,1
2259,2308,Border Force - Operational Support - Operational Logistics Spoke Officers,communication,1
2260,9423,Border Force - Operational Support - Operational Logistics Spokes,management,1
2261,11869,Border Force - Operational Support - Performance and Delivery (secretariat),sort and distribute mail,1
2262,9936,Border Force - Operational Support - Project Manager,project risk management,1
2263,10177,Border Force - Port Approvals Higher Officer - Scotland West Command,legal advice,1
2264,10177,Border Force - Port Approvals Higher Officer - Scotland West Command,analysis,1
2265,2135,Border Force - Project and Change Management Support,programme design,1
2266,2665,Border Force - Project and Change Management Support (Copy),risk monitoring,1
2267,15719,Border Force - Risk Testing Team - Risk Testing Assistant Officer,search engine optimisation,1
2268,9420,Border Force - Risk Testing Team - Risk Testing Officer,communicating risk,1
2269,14345,Border Force - South -  Change & Transformation,reviewing customer feedback,1
2270,17510,Border Force - South - Regional Business Management Unit,workforce planning,1
2271,3979,Border Force - South East - Business Management Command (includes Operational Delivery Apprenticeship),maintaining office machinery,1
2272,4770,Border Force - South East - Business Management Unit – Business Support (includes Leadership & Management Apprenticeship),developing reporting,1
2273,8437,Border Force - South East - Detection Technology Management Unit and Information Technology Team,contract management,1
2274,13491,Border Force - South East - Folkestone - Transit Border Force Officer (LP),managing challening situations,1
2275,1915,Border Force - South East - Revenue Fraud Detection Team (includes Leadership & Management Apprenticeship),project management,1
2276,11388,"Border Force - South East, Europe & International Region - Deputy Director -",leadership,1
2277,11388,"Border Force - South East, Europe & International Region - Deputy Director -",workforce planning,1
2278,610,"Border Force - South East, Europe and International – Centre Conjoint d ’Information et de Coordination (CCIC)",information sharing,1
2279,2237,Border Force - South West - Assistant Director,delivering technology change,1
2280,8566,Border Force - South and South East Region - Frontline Border Force Officer (LP),evidence based decisions,1
2281,15773,Border Force - South – International Trade Officer,test development,1
2282,17127,Border Force - Strategic Capabilities & Planning - Project Support Officer,governance,1
2283,8577,Border Force - Strategic Capabilities & Planning - Project Support Officer,governance,1
2284,8577,Border Force - Strategic Capabilities & Planning - Project Support Officer,written communication,1
2285,11608,Border Force - Strategic Capabilities & Planning - Resource Deployment and Planning Manager,leadership,1
2286,1208,Border Force - Strategic Capabilities & Planning - Senior Policy Advisors,ministerial briefing,1
2287,1208,Border Force - Strategic Capabilities & Planning - Senior Policy Advisors,problem solving,1
2288,3627,Border Force - Strategic Capabilities & Planning Directorate - Policy Advisers,ministerial briefing,1
2289,3001,Border Force - Strategic Capabilities and Planning - Assistant Director Border Code,editing,1
